timestamp_ms,rel_timestamp_ms,accel_x,accel_y,accel_z,label
1790088971590,4774,1.0098,9.5504,1.4166,Standing Still
1790088971611,4795,0.9553,9.5300,1.4148,Standing Still
1790088971631,4815,0.9446,9.5456,1.4776,Standing Still
1790088971654,4838,0.9655,9.5414,1.4405,Standing Still
1790088971674,4858,0.9894,9.5533,1.4560,Standing Still
1790088971698,4882,0.9888,9.5779,1.4919,Standing Still
1790088971718,4902,0.9876,9.5773,1.4836,Standing Still
1790088971739,4923,0.9984,9.5988,1.4441,Standing Still
1790088971758,4942,1.0373,9.5773,1.5392,Standing Still
1790088971781,4965,0.9637,9.5761,1.4722,Standing Still
1790088971803,4987,0.9888,9.6132,1.4106,Standing Still
1790088971823,5007,1.0433,9.5396,1.5153,Standing Still
1790088971844,5028,0.9428,9.5139,1.4967,Standing Still
1790088971866,5050,0.9392,9.6221,1.4644,Standing Still
1790088971889,5073,1.0080,9.7023,1.5027,Standing Still
1790088971907,5091,1.0098,9.5886,1.5948,Standing Still
1790088971931,5115,0.9727,9.4965,1.5254,Standing Still
1790088971950,5134,0.9924,9.5408,1.4949,Standing Still
1790088971972,5156,1.0451,9.6305,1.5505,Standing Still
1790088971993,5177,1.0642,9.6467,1.5571,Standing Still
1790088972016,5200,1.0594,9.6227,1.5111,Standing Still
1790088972035,5219,0.9990,9.5749,1.4674,Standing Still
1790088972056,5240,1.0463,9.5246,1.4740,Standing Still
1790088972078,5262,1.0606,9.5198,1.4901,Standing Still
1790088972099,5283,1.0050,9.5492,1.5685,Standing Still
1790088972120,5304,0.9906,9.5970,1.5398,Standing Still
1790088972140,5324,1.0259,9.5970,1.5027,Standing Still
1790088972162,5346,1.0684,9.6114,1.5440,Standing Still
1790088972183,5367,1.0301,9.5988,1.5733,Standing Still
1790088972205,5389,0.9649,9.5725,1.5505,Standing Still
1790088972227,5411,0.9984,9.5599,1.5188,Standing Still
1790088972248,5432,1.0307,9.5557,1.5619,Standing Still
1790088972269,5453,0.9942,9.5797,1.5583,Standing Still
1790088972290,5474,0.9649,9.5904,1.5494,Standing Still
1790088972310,5494,1.0158,9.5773,1.5840,Standing Still
1790088972333,5517,1.0469,9.5366,1.5075,Standing Still
1790088972356,5540,1.0277,9.5366,1.5111,Standing Still
1790088972375,5559,0.9876,9.5557,1.6223,Standing Still
1790088972395,5579,0.9715,9.5294,1.5517,Standing Still
1790088972416,5600,1.0164,9.5204,1.4806,Standing Still
1790088972437,5621,1.0301,9.5270,1.5667,Standing Still
1790088972459,5643,0.9954,9.6078,1.5278,Standing Still
1790088972479,5663,1.0546,9.6347,1.4979,Standing Still
1790088972501,5685,1.0528,9.5342,1.5715,Standing Still
1790088972522,5706,0.9093,9.5198,1.5410,Standing Still
1790088972543,5727,0.9589,9.5952,1.5344,Standing Still
1790088972564,5748,1.0253,9.5922,1.5996,Standing Still
1790088972586,5770,1.0080,9.5731,1.6140,Standing Still
1790088972607,5791,0.9793,9.5408,1.5535,Standing Still
1790088972628,5812,0.9894,9.5396,1.5344,Standing Still
1790088972651,5835,1.0038,9.6036,1.6050,Standing Still
1790088972672,5856,0.9793,9.6443,1.6307,Standing Still
1790088972691,5875,0.9775,9.5874,1.5374,Standing Still
1790088972712,5896,1.0271,9.5629,1.4943,Standing Still
1790088972737,5921,1.0881,9.6227,1.6128,Standing Still
1790088972754,5938,1.0576,9.6317,1.6002,Standing Still
1790088972775,5959,1.0995,9.6299,1.5266,Standing Still
1790088972796,5980,1.1880,9.6730,1.3842,Standing Still
1790088972818,6002,1.1743,9.6652,1.4692,Standing Still
1790088972839,6023,1.1067,9.6365,1.5541,Standing Still
1790088972864,6048,1.0702,9.5414,1.4656,Standing Still
1790088972882,6066,1.0720,9.4869,1.3765,Standing Still
1790088972905,6089,1.0893,9.5055,1.3292,Standing Still
1790088972924,6108,1.0828,9.4983,1.3412,Standing Still
1790088972946,6130,1.0349,9.4774,1.4004,Standing Still
1790088972967,6151,0.9858,9.4899,1.3621,Standing Still
1790088972990,6174,0.9936,9.5186,1.3304,Standing Still
1790088973012,6196,0.9966,9.5025,1.3687,Standing Still
1790088973030,6214,0.9906,9.5025,1.4034,Standing Still
1790088973053,6237,0.9823,9.6114,1.4100,Standing Still
1790088973073,6257,0.9607,9.6365,1.4106,Standing Still
1790088973093,6277,0.9589,9.5856,1.4339,Standing Still
1790088973114,6298,0.9601,9.5198,1.4895,Standing Still
1790088973137,6321,0.9368,9.5779,1.4183,Standing Still
1790088973157,6341,0.9655,9.6239,1.4118,Standing Still
1790088973179,6363,1.0134,9.5139,1.5326,Standing Still
1790088973200,6384,0.8997,9.5127,1.4997,Standing Still
1790088973221,6405,0.9494,9.6461,1.4058,Standing Still
1790088973242,6426,1.0181,9.6706,1.5182,Standing Still
1790088973265,6449,1.0146,9.5809,1.5775,Standing Still
1790088973284,6468,0.9751,9.5551,1.4578,Standing Still
